업종명,업소명,업소소재지(도로명),업소소재지(지번),소재지전화
미용업(일반),리안헤어(위시티식사점),"경기도 고양시 일산동구 위시티로 75 (식사동, 풍산트윈시티1 110호, 111호,)","경기도 고양시 일산동구 식사동 670번지 28호  외1필지 풍산트윈시티1 110호,111호 ",031 -904 -0801
미용업(일반),살롱드봄(Salonde봄),"경기도 고양시 일산동구 일산로 251, 1층 104호 (마두동, 산수상가)",경기도 고양시 일산동구 마두동 753번지  산수상가 1층 104호 ,031 -903 -9077
미용업(일반),미나헤어샵,"경기도 고양시 일산동구 산두로 65-21, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 888번지 7호   ,031 -903 -8977
미용업(일반),현설헤어부띠끄,"경기도 고양시 일산동구 숲속마을1로 29-30 (풍동,라고크리닉 107호)",경기도 고양시 일산동구 풍동 1354번지  라고크리닉 107호 ,031 -903 -7778
미용업(일반),갤러리미용실,"경기도 고양시 일산동구 일산로 324 (마두동,서오능상가 204호)",경기도 고양시 일산동구 마두동 857번지 2호  서오능상가 204호 ,031 -903 -7760
미용업(일반),헤어살롱 S&J,"경기도 고양시 일산동구 장백로 13, 122호 (백석동, 성우아뜨리움오피스텔)",경기도 고양시 일산동구 백석동 1314번지  외3필지 성우아뜨리움오피스텔 122호,031 -903 -3376
미용업(일반),제이제이보떼헤어,"경기도 고양시 일산서구 대산로 103 (주엽동, 강선마을상가동 104호일부)",경기도 고양시 일산서구 주엽동 50번지  강선마을상가동 104호일부 ,031 -903 -2883
미용업(일반),셀레임미용실,"경기도 고양시 일산동구 강촌로 114, 102호 (백석동, 백송마을5단지 분산상가 )",경기도 고양시 일산동구 백석동 1190번지  백송마을5단지 분산상가 102호 ,031 -903 -1072
미용업(일반),JK뷰티살롱,"경기도 고양시 일산동구 일산로 11, 1층 102호 (백석동, 흰돌마을 분산상가동)",경기도 고양시 일산동구 백석동 1344번지  흰돌마을 분산상가동 1층 102호 ,031 -903 -0893
미용업(일반),민헤어,"경기도 고양시 일산동구 장백로 59 (백석동, 흰돌마을 주상가 108호)",경기도 고양시 일산동구 백석동 1343번지  흰돌마을 주상가 108호 ,031 -903 -0309
미용업(일반),두꺼비미용실,"경기도 고양시 일산동구 강송로88번길 14-3 (백석동,1층(일부))",경기도 고양시 일산동구 백석동 1165번지 5호  1층(일부) ,031 -902 -9974
미용업(일반),이정주 헤어샵,"경기도 고양시 일산동구 산두로 49, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 879번지 4호  1층 일부호 ,031 -902 -8034
미용업(일반),연쌀롱,"경기도 고양시 일산동구 일산로 142, 1층 103호 일부호 (백석동, 유니테크빌벤처타운)",경기도 고양시 일산동구 백석동 1141번지 2호  유니테크빌벤처타운 ,031 -902 -7796
미용업(일반),행복#,"경기도 고양시 일산동구 일산로286번길 14-2, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 907번지  1층 일부 ,031 -902 -7629
미용업(일반),한정아헤어,"경기도 고양시 일산동구 백석로 151, 101호 (백석동, 백송마을 분산상가)",경기도 고양시 일산동구 백석동 1139번지  백송마을 분산상가 101호,031 -902 -4476
미용업(일반),미몽헤어,"경기도 고양시 덕양구 화신로 102, 햇빛마을상가동 1층 104(일부)호 (행신동)",경기도 고양시 덕양구 행신동 958번지  햇빛마을상가동 1층 104(일부)호 ,031 -902 -4243
미용업(일반),스타헤어 프로,"경기도 고양시 일산동구 중앙로 1055, 209호 (백석동, 레이크하임)",경기도 고양시 일산동구 백석동 1332번지 1호   ,031 -902 -4239
미용업(일반),스타헤어,"경기도 고양시 일산동구 중앙로 1055, 106-1호 (백석동, 레이크하임 )",경기도 고양시 일산동구 백석동 1332번지 1호  레이크하임 106-1호,031 -902 -4230
미용업(일반),KARA헤어,"경기도 고양시 일산동구 강석로 108, 102호 (마두동, 강촌마을 라이프상가)",경기도 고양시 일산동구 마두동 789번지  강촌마을 라이프상가 102호,031 -902 -2872
미용업(일반),THE 예쁜머리,"경기도 고양시 일산동구 장백로 13, 107호 (백석동, 성우아뜨리움오피스텔 )",경기도 고양시 일산동구 백석동 1314번지  성우아뜨리움오피스텔 107호 ,031 -902 -2025
미용업(일반),주은미용실,"경기도 고양시 일산동구 강촌로 118, 1층 103호일부호 (백석동, 백송마을상가동)",경기도 고양시 일산동구 백석동 1190번지  백송마을상가동 103호일부 ,031 -902 -0364
미용업(일반),뷰티헤어,"경기도 고양시 일산동구 장항로 40, B동 1층(일부)층 (백석동)",경기도 고양시 일산동구 백석동 1120번지 75호  B동 1층일부 ,031 -902 -0071
미용업(일반),헤어코코,"경기도 고양시 일산동구 장백로 13, 120호 (백석동,외3필지 성우아뜨리움오피스텔)",경기도 고양시 일산동구 백석동 1314번지  외3필지 성우아뜨리움오피스텔 120호,031 -901 -9927
미용업(일반),채희헤어,"경기도 고양시 일산동구 강송로113번길 54-7, 1층 전체호 (백석동)",경기도 고양시 일산동구 백석동 1200번지 2호  1층전체 ,031 -901 -9392
미용업(일반),LeeHyunJa'Non-EedodermisKAMO(wig)&뷰티아카데미,"경기도 고양시 일산동구 중앙로 1123, 1층 115호 (백석동, 흰돌마을상가동)",경기도 고양시 일산동구 백석동 1351번지   ,031 -901 -9171
미용업(일반),심은진헤어컬러,"경기도 고양시 일산동구 숲속마을1로 116, 1층 107호 (풍동, 숲속마을7단지아파트)",경기도 고양시 일산동구 풍동 1261번지  숲속마을7단지아파트 ,031 -901 -7989
미용업(일반),기분좋은날,"경기도 고양시 일산동구 강송로74번길 13-4, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1170번지 3호  1층일부 ,031 -901 -7529
미용업(일반),최가을 헤어드레서 백석역점,"경기도 고양시 일산동구 강송로87번길 54-17, 1층 (백석동)",경기도 고양시 일산동구 백석동 1287번지  1층 ,031 -901 -7204
미용업(일반),김현진헤어리더,"경기도 고양시 일산동구 고풍로 44-46 (풍동,성원아파트상가동 B101호 일부)",경기도 고양시 일산동구 풍동 551번지 34호  성원아파트상가동 B101호 일부 ,031 -901 -6363
미용업(일반),헤어갤러리유노,"경기도 고양시 일산동구 중산로 70, 일산센트럴아이파크상가1동 1층 104호 (중산동)",경기도 고양시 일산동구 중산동 1841번지   ,031 -901 -5161
미용업(일반),헤어스타일,"경기도 고양시 일산동구 숲속마을2로 98-1 (풍동, 1층 상가전체)",경기도 고양시 일산동구 풍동 1241번지 5호  1층 상가전체 ,031 -901 -3306
미용업(일반),커트의달인,"경기도 고양시 일산동구 숲속마을1로 55, 상가동 101호 (풍동, 숲속마을2단지아파트)",경기도 고양시 일산동구 풍동 1286번지  숲속마을2단지상가동 101호 ,031 -901 -2779
미용업(일반),포란미용실,"경기도 고양시 일산동구 강송로 115, 1층 108(일부)호 (백석동, 중앙상가)",경기도 고양시 일산동구 백석동 1225번지 1호   ,031 -901 -2177
미용업(일반),헤어 클레오,"경기도 고양시 일산동구 강송로 180, 1층 106호 (마두동, 백마프라자)",경기도 고양시 일산동구 마두동 759번지 2호   ,031 -901 -1123
미용업(일반),최신영헤어뉴스,"경기도 고양시 일산동구 중산로 105, 현해프라자 1층 108호 (중산동)",경기도 고양시 일산동구 중산동 1692번지  현해프라자 ,031 -871 -3235
미용업(일반),헤어스컬프쳐(HAIR SCULPTURE),"경기도 고양시 일산동구 일산로372번길 57, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1275번지 15호   1층 일부호,031 -818 -3001
미용업(일반),레이첼헤어,"경기도 고양시 일산서구 대산로 162, 문촌마을2단지상가동 1층 101호 (주엽동)",경기도 고양시 일산서구 주엽동 5번지  문촌마을2단지 ,031 -818 -3001
미용업(일반),리안헤어(행신역점),"경기도 고양시 덕양구 충경로 35, 1층 (행신동)",경기도 고양시 덕양구 행신동 719번지 16호  1층 ,031 -818 -0015
미용업(일반),휴(HUE)뷰티갤러리,"경기도 고양시 덕양구 삼원로 102, 103호 (원흥동, 엘에이치원흥도래울마을1단지 상가동)",경기도 고양시 덕양구 원흥동 717번지  엘에이치원흥도래울마을1단지 상가동 103호,031 -817 -7236
미용업(일반),더하루,"경기도 고양시 덕양구 신원로 60, 2층 203호 (신원동, 신원마을4단지상가동)",경기도 고양시 덕양구 신원동 616번지  신원마을4단지상가동 2층 203호 ,031 -817 -2097
미용업(일반),크리스탈헤어,"경기도 고양시 일산서구 중앙로 1470, 3104호 (주엽동, 문촌마을10단지 복합상가)",경기도 고양시 일산서구 주엽동 17번지  문촌마을10단지 복합상가 3104호,031 -817 -0578
미용업(일반),본헤어카페,"경기도 고양시 덕양구 행신로303번길 34, 1(일부)층 (행신동)",경기도 고양시 덕양구 행신동 966번지 6호  1층일부 ,031 -814 -9890
미용업(일반),리안헤어(백석역점),"경기도 고양시 일산동구 장백로 10, 상가211호 (백석동, 백석역 동문굿모닝힐1 101동 )",경기도 고양시 일산동구 백석동 1301번지  외1필지 백석역 동문굿모닝힐1 101동 상가211호,031 -814 -7530
미용업(일반),JANG'S 헤어,"경기도 고양시 덕양구 무원로36번길 6, 1(일부)층 (행신동)",경기도 고양시 덕양구 행신동 719번지 2호  1층(일부) ,031 -814 -4014
미용업(일반),아이리스헤어샵,"경기도 고양시 덕양구 읍내로 84-4 (고양동, 1층)",경기도 고양시 덕양구 고양동 89번지  1층 ,031 -813 -5700
미용업(일반),오드미용실,"경기도 고양시 덕양구 도래울1로 80, 상가동 1층 102(일부)호 (도내동, 고양 원흥 동일스위트)",경기도 고양시 덕양구 도내동 1107번지  고양 원흥 동일스위트 상가동 102호 일부 ,031 -813 -1507
미용업(일반),오-땡큐(염색방),"경기도 고양시 덕양구 화신로 73, 2층 207호 (행신동, 샘터마을2단지 B상가)",경기도 고양시 덕양구 행신동 981번지  샘터마을2단지 B상가 2층 207호 ,031 -812 -7728
미용업(일반),윤정헤어,"경기도 고양시 일산동구 탄중로 383, 1층 105일부호 (중산동, 중산마을상가동)",경기도 고양시 일산동구 중산동 1575번지 4호  중산마을 상가동 105호일부 ,031 -812 -7221
미용업(일반),살롱다비드헤어,"경기도 고양시 일산동구 무궁화로 32-12 (장항동,번지외3필지 일산  라페스타ㅌ동 1층  107호)",경기도 고양시 일산동구 장항동 763번지  번지외3필지 일산  라페스타ㅌ동 1층  107호 ,031 -811 -7890
미용업(일반),키라헤어,"경기도 고양시 일산동구 무궁화로 32-12, 109호 (장항동, 일산라페스타 E동 )",경기도 고양시 일산동구 장항동 763번지  일산라페스타 E동 109호 ,031 -811 -6066
미용업(일반),에스앤에스헤어클럽,"경기도 고양시 덕양구 보광로 6 (고양동, 1층 일부)",경기도 고양시 덕양구 고양동 968번지  1층 일부 ,031 -8076-8969
미용업(일반),더존헤어,"경기도 고양시 덕양구 통일로770번길 35, 1(일부)층 (관산동)",경기도 고양시 덕양구 관산동 114번지  1층일부(104호) ,031 -8076-0105
미용업(일반),맨투맨,"경기도 고양시 일산동구 탄중로425번길 4 (중산동, 1층일부)",경기도 고양시 일산동구 중산동 1579번지 3호  1층일부 ,031 -727 -5090
미용업(일반),에코레비헤어스파,"경기도 고양시 덕양구 화중로 76, 대감빌딩 101호 (화정동)",경기도 고양시 덕양구 화정동 970번지 1호  대감빌딩 101호,031 - 978-8977
미용업(일반),주헤어,"경기도 고양시 덕양구 능곡로 30-12, 능곡현대홈타운1차상가 1층 104호 (토당동)",경기도 고양시 덕양구 토당동 352번지  능곡현대홈타운1차상가 104호 ,031 - 978-1133
미용업(일반),썬헤어라인,"경기도 고양시 덕양구 토당로104번길 17 (토당동, 1층 일부)",경기도 고양시 덕양구 토당동 290번지 10호  1층 일부 ,031 - 978-0412
미용업(일반),호수헤어,"경기도 고양시 덕양구 행신로143번길 27 (행신동, 행신3차SK VIEW 아파트 311동 110호)",경기도 고양시 덕양구 행신동 650번지  행신3차SK VIEW 아파트 311동 11호 ,031 - 973-3421
미용업(일반),썬미용실,"경기도 고양시 덕양구 충장로 140, 지하1층 10호 (행신동, 선프라자)",경기도 고양시 덕양구 행신동 943번지  선프라자 지하1층 10호 ,031 - 970-2228
미용업(일반),유진미용실,"경기도 고양시 덕양구 통일로771번길 20 (관산동,(1층))",경기도 고양시 덕양구 관산동 222번지 2호  (1층) ,031 - 969-5385
미용업(일반),"남,여헤어컷트미용실","경기도 고양시 덕양구 고양대로1384번길 7-5, 서강프라자 109호 (성사동)",경기도 고양시 덕양구 성사동 720번지 2호  서강프라자 109호 ,031 - 965-8221
미용업(일반),숙이네미용실,경기도 고양시 덕양구 마상로 200-19 (성사동),경기도 고양시 덕양구 성사동 419번지 5호   ,031 - 965-7102
미용업(일반),헤어필,"경기도 고양시 덕양구 화중로152번길 10 (화정동, 1층 일부)",경기도 고양시 덕양구 화정동 887번지 1호  1층 일부 ,031 - 965-6771
미용업(일반),헤어린,"경기도 고양시 덕양구 화중로 177 (화정동, 달빛마을3단지 상가동 111호)",경기도 고양시 덕양구 화정동 865번지  달빛마을3단지 상가동 111호 ,031 - 964-1544
미용업(일반),가나안미용실,"경기도 고양시 덕양구 마상로113번길 1 (주교동, 1층일부)",경기도 고양시 덕양구 주교동 576번지 6호  1층일부 ,031 - 963-8832
미용업(일반),헤어코디,"경기도 고양시 일산동구 공릉천로 70, 112호 (사리현동, 동문아파트상가동)",경기도 고양시 일산동구 사리현동 186번지  동문아파트상가동 112호,031 - 963-4446
미용업(일반),아르떼헤어,"경기도 고양시 덕양구 충장로 118-54, 104호 일부호 (행신동, 부활교육센타)",경기도 고양시 덕양구 행신동 987번지  부활교육센타 104호 일부 ,031 - 938-1042
미용업(일반),라벨르헤어,"경기도 고양시 일산서구 일산로 589, 106호 (일산동, 현대프라자)",경기도 고양시 일산서구 일산동 1054번지 1호  현대프라자 106호,031 - 919-7306
미용업(일반),로맨틱헤어,"경기도 고양시 일산서구 강선로 118, 106호 (주엽동, 강선마을2단지 상가동)",경기도 고양시 일산서구 주엽동 38번지  강선마을2단지 상가동 106호,031 - 919-1555
미용업(일반),웰킨두피탈모센터일산정발산점,"경기도 고양시 일산동구 정발산로 47, 웅신아트 204호 (장항동)",경기도 고양시 일산동구 장항동 847번지  웅신아트 ,031 - 903-2981
미용업(일반),헤어H,"경기도 고양시 덕양구 화신로 295, 별빛마을 건영상가동 2층 201(일부)호 (화정동)",경기도 고양시 덕양구 화정동 951번지  별빛마을10단지건영상가 201(일부)호 ,02  -6497-4361
미용업(일반),선헤어살롱,"경기도 고양시 덕양구 삼송로 210, 현대썬앤빌 2층 203호 (삼송동)",경기도 고양시 덕양구 삼송동 289번지  현대썬앤빌 203호,02  -388 -5316
미용업(일반),헤어쥬히,"경기도 고양시 덕양구 덕수천1로 37, 1층 104(일부)호 (삼송동, 삼송마을18단지 1812동상가)",경기도 고양시 덕양구 삼송동 332번지  삼송마을18단지 1812동상가 104호(일부) ,02  -381 -9850
미용업(일반),서연헤어,"경기도 고양시 덕양구 오금2로 26, 2층 203(일부)호 (신원동, 신원마을LH2단지 상가동)",경기도 고양시 덕양구 신원동 611번지  신원마을LH2단지 상가동 203호(일부) ,02  -381 -9850
미용업(일반),살롱드프롬 삼송점,"경기도 고양시 덕양구 권율대로 892, 2(일부)층 (신원동, 암리타빌딩)",경기도 고양시 덕양구 신원동 627번지 1호  암리타빌딩 2층(일부) ,02  -381 -9081
미용업(일반),써니헤어,"경기도 고양시 덕양구 세솔로 76-1, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 313번지 6호  1층(일부) (103호) ,02  -381 -8304
미용업(일반),리안,"경기도 고양시 덕양구 권율대로 886, 1층 104호 (신원동, 호평프라자)",경기도 고양시 덕양구 신원동 626번지  호평프라자 104호 ,02  -381 -8202
미용업(일반),정미장원,"경기도 고양시 덕양구 삼송로 146 (삼송동,1층일부)",경기도 고양시 덕양구 삼송동 135번지 41호  1층일부 ,02  -381 -7911
미용업(일반),헤어라망,"경기도 고양시 덕양구 동송로 33, 이편한세상시티삼송상가동 1층 1-025호 (동산동)",경기도 고양시 덕양구 동산동 369번지  이편한세상시티삼송상가동 1층 1-025호,02  -381 -7907
미용업(일반),씨에프헤어샵,"경기도 고양시 덕양구 통일로 374, 108동 103(일부)호 (신원동, 신원마을1단지 우남퍼스트빌)",경기도 고양시 덕양구 신원동 609번지  신원마을1단지 우남퍼스트빌 108동 103호(일부) ,02  -381 -7660
미용업(일반),여기는미장원,"경기도 고양시 덕양구 신원로 40-46, 삼송원프라자 1층 108호 (신원동)",경기도 고양시 덕양구 신원동 625번지 1호  삼송원프라자 1층 108호 ,02  -381 -7337
미용업(일반),아트풀헤어살롱,"경기도 고양시 덕양구 동송로 33, 이편한세상시티삼송 상가동 2층 2-001호~2-005호 (동산동)",경기도 고양시 덕양구 동산동 369번지  이편한세상시티삼송 상가동 2층 2-001호~2-005호 ,02  -381 -7267
미용업(일반),태후사랑,"경기도 고양시 덕양구 삼원로3길 7, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 356번지 7호  1층(일부) ,02  -381 -6125
미용업(일반),블루클럽 고양신원마을점,"경기도 고양시 덕양구 권율대로 903, 1층 101호 (신원동, 건우아트프라자)",경기도 고양시 덕양구 신원동 619번지 2호  건우아트프라자 101호 ,02  -381 -6089
미용업(일반),바른미용실,"경기도 고양시 덕양구 신원로 19, 1(일부)층 (신원동)",경기도 고양시 덕양구 신원동 640번지 1호  1층(일부) ,02  -381 -5053
미용업(일반),헤어륀(Hair lune),"경기도 고양시 덕양구 세솔로 120 (삼송동, 1층일부)",경기도 고양시 덕양구 삼송동 298번지 5호  1층일부 ,02  -381 -4885
미용업(일반),더헤어바이하진,"경기도 고양시 덕양구 삼원로1길 5-14, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 353번지 7호  1층(일부) ,02  -381 -4333
미용업(일반),헤어에비뉴s,"경기도 고양시 덕양구 권율대로 885, 201호 (신원동, 태웅프라자)",경기도 고양시 덕양구 신원동 621번지 3호  태웅프라자 201호 ,02  -381 -3631
미용업(일반),MW머리염색,"경기도 고양시 덕양구 동산1로1길 23-17, 현빌리지 1(일부)층 (동산동)",경기도 고양시 덕양구 동산동 356번지  현빌리지 1층일부 ,02  -381 -3530
미용업(일반),보그헤어,"경기도 고양시 덕양구 권율대로 890, 202호 (신원동, 중앙프라자)",경기도 고양시 덕양구 신원동 627번지  중앙프라자 202호 ,02  -381 -3019
미용업(일반),박지은헤어,"경기도 고양시 덕양구 동산2로 9, 1(일부)층 (동산동)",경기도 고양시 덕양구 동산동 351번지 5호  1층(일부) ,02  -381 -2351
미용업(일반),아벨라움,"경기도 고양시 덕양구 세솔로 128, 지1층 (삼송동)",경기도 고양시 덕양구 삼송동 297번지  지하1층 (전체) ,02  -381 -0614
미용업(일반),라베르헤어,"경기도 고양시 덕양구 세솔로 72, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 316번지  1층(일부) ,02  -371 -3661
미용업(일반),달콤한상상헤어,"경기도 고양시 덕양구 신원로 40, 106호 (신원동, 삼송시티프라자)",경기도 고양시 덕양구 신원동 621번지  삼송시티프라자 106호 ,02  -371 -3382
미용업(일반),헤어바이엘(HAIR BY 엘),"경기도 고양시 덕양구 삼원로2길 32, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 357번지 3호  1층(일부) ,02  -371 -1789
미용업(일반),헤어락,"경기도 고양시 덕양구 삼송로 162, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 135번지 61호  1층(일부) ,02  -371 -1600
미용업(일반),씨엘헤어,"경기도 고양시 덕양구 동산2로 17, 1(일부)층 (동산동)",경기도 고양시 덕양구 동산동 351번지  1층(일부) ,02  -371 -1204
미용업(일반),섬김헤어,"경기도 고양시 덕양구 동산2로 23, 1(일부)층 (동산동)",경기도 고양시 덕양구 동산동 345번지 9호  1층(일부) ,02  -371 -0307
미용업(일반),헤어219,"경기도 고양시 덕양구 동산2로 19, 1(일부)층 (동산동)",경기도 고양시 덕양구 동산동 345번지 11호  1층(일부) ,02  -371 -0219
미용업(일반),소진헤어,"경기도 고양시 덕양구 세솔로 73, 2층 204호 (삼송동, 삼송2차아이파크 상가동)",경기도 고양시 덕양구 삼송동 311번지  삼송2차아이파크 상가동 2층 204호 ,02  -371 -0122
미용업(일반),빨강머리앤,"경기도 고양시 덕양구 세솔로 108, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 301번지 2호  1층(일부) ,02  -371 -0037
미용업(일반),라이프디자인헤어,"경기도 고양시 덕양구 세솔로 25, 1층 107호 (동산동, 동산마을 22단지 호반베르디움 401동)",경기도 고양시 덕양구 동산동 365번지  동산마을 22단지 호반베르디움 401동 107호 ,02  -353 -5224
미용업(일반),스텔라헤어,"경기도 고양시 덕양구 화랑로 39-2, 1층일부동 (화전동)",경기도 고양시 덕양구 화전동 203번지 94호  1층일부 ,02  -3158-0977
미용업(일반),제이앤헤어,"경기도 고양시 덕양구 유산길 17 (내유동, 1층일부)",경기도 고양시 덕양구 내유동 675번지 5호  1층일부 , 070-8973-7952
미용업(일반),천연염색머리방,"경기도 고양시 덕양구 은빛로77번길 69-25 (화정동, 1층 일부)",경기도 고양시 덕양구 화정동 880번지  1층 일부 , 070-8957-2601
미용업(일반),퀸헤어,"경기도 고양시 일산서구 일산로803번길 80 (대화동, 1층일부)",경기도 고양시 일산서구 대화동 2290번지 6호  1층일부 , 070-8855-3032
미용업(일반),IM salon,"경기도 고양시 일산서구 강선로 49, 105호,106호 (주엽동, 일산VISTA오피스텔)","경기도 고양시 일산서구 주엽동 102번지  일산VISTA오피스텔 105,106호", 070-8839-9562
미용업(일반),모아헤어,"경기도 고양시 일산서구 강성로232번길 42-2 (대화동, 1층일부)",경기도 고양시 일산서구 대화동 2180번지  1층일부 , 070-8820-3982
미용업(일반),지니헤어,경기도 고양시 덕양구 마상로113번길 11 (주교동),경기도 고양시 덕양구 주교동 576번지 2호   , 070-8625-6802
미용업(일반),나은샾,"경기도 고양시 일산동구 장백로 184, 408호 (장항동, 우신프라자)",경기도 고양시 일산동구 장항동 895번지 1호  우신프라자 408호, 070-8615-2367
미용업(일반),지니미용실,"경기도 고양시 덕양구 고골길 23, 1층 (관산동, 1층일부)",경기도 고양시 덕양구 관산동 671번지 4호  1층일부 , 070-8162-6802
미용업(일반),개성시대,"경기도 고양시 덕양구 호국로 859, 상가 가동 104호 (성사동, 대림e편한세상아파트)",경기도 고양시 덕양구 성사동 869번지  대림e편한세상아파트 , 070-7718-4941
미용업(일반),1인미용실 더끌림,"경기도 고양시 덕양구 화신로272번길 58, 3층 313(일부)호 (화정동, 영프라자)",경기도 고양시 덕양구 화정동 972번지  영프라자빌딩 3층 313호 일부 , 070-7535-6076
미용업(일반),손톱나라,"경기도 고양시 덕양구 마상로154번길 2, 1(일부)층 (성사동)",경기도 고양시 덕양구 성사동 500번지 23호  1층(일부) , 070-4300-6683
미용업(일반),젠틀맨,"경기도 고양시 덕양구 신원로 16, 101호 (신원동)",경기도 고양시 덕양구 신원동 626번지 2호   , 070-4193-0029
미용업(일반),헤어커커,"경기도 고양시 덕양구 통일로1258번길 34 (내유동, 1층)",경기도 고양시 덕양구 내유동 577번지  1층 , 070-4190-5571
미용업(일반),머리향기헤어샵,"경기도 고양시 일산동구 중산로 70, 2동 1층 107호 (중산동, 일산센트럴아이파크)",경기도 고양시 일산동구 중산동 1841번지  일산센트럴아이파크 , 032- 684-5627
미용업(일반),리파인드헤어,"경기도 고양시 일산서구 고양대로 663, 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 623번지  1층 일부호(중앙점포) , 031-9775-619
미용업(일반),이레헤어컷트점,"경기도 고양시 일산서구 일청로 41, 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 589번지 1호  1층 일부호(102호) , 031-9773-335
미용업(일반),머리가,"경기도 고양시 덕양구 무원로 2, 106호 (행신동, 행신동센스빌1차)",경기도 고양시 덕양구 행신동 706번지  행신동센스빌1차 106호, 031-974 -7766
미용업(일반),제이헤어,"경기도 고양시 덕양구 마상로113번길 20 (주교동, 1층일부)",경기도 고양시 덕양구 주교동 577번지  1층 , 031-968 -7030
미용업(일반),지니헤어,"경기도 고양시 덕양구 유산길 22, 1층 (내유동)",경기도 고양시 덕양구 내유동 646번지 11호  1층 일부 , 031-965 -1996
미용업(일반),디스타일헤어,"경기도 고양시 덕양구 혜음로 29-1, 2층 202호 (고양동)",경기도 고양시 덕양구 고양동 225번지 1호   , 031-963 -2006
미용업(일반),가로수헤어,"경기도 고양시 일산서구 주엽로 80, 고양일산호수공원 가로수길 C224,C225호 (대화동)","경기도 고양시 일산서구 대화동 1050번지 185호  고양일산호수공원 가로수길, C224,C225 ", 031-9296-708
미용업(일반),화이트헤어샾,"경기도 고양시 일산서구 덕이로 118-11, 1층 일부호 (덕이동)",경기도 고양시 일산서구 덕이동 561번지 3호  1층 일부호 , 031-925 -4883
미용업(일반),유니헤어,"경기도 고양시 일산서구 하이파크3로 111, 상가-2동 202호 (덕이동, 하이파크시티일산파밀리에2단지)",경기도 고양시 일산서구 덕이동 1529번지  하이파크시티일산파밀리에2단지 상가-2동 202호, 031-9241-369
미용업(일반),리안헤어 탄현2호점,"경기도 고양시 일산서구 일현로 95, 2층 (탄현동, 주건축물제1동)",경기도 고양시 일산서구 탄현동 142번지 111호  주건축물제1동 2층 , 031-9236-770
미용업(일반),아지트,"경기도 고양시 일산서구 후곡로 12, 비103호 (일산동, 후곡마을 상가동)",경기도 고양시 일산서구 일산동 1058번지  후곡마을 상가동 비103호, 031-9230-266
미용업(일반),오빌헤어,"경기도 고양시 일산서구 주화로 40, 블루힐132빌딩 1층 101호 (주엽동)",경기도 고양시 일산서구 주엽동 102번지 2호  블루힐132빌딩 1층 101호, 031-923 -2700
미용업(일반),아이디헤어 덕이점,"경기도 고양시 일산서구 하이파크3로 84, 신성프라자 202(일부)호 (덕이동)",경기도 고양시 일산서구 덕이동 1542번지  신성프라자 202(일부)호 , 031-9213-303
미용업(일반),디자인 헤어(DESIGN HAIR),"경기도 고양시 일산서구 강성로 115, 116호 (주엽동, 금강주차빌딩)",경기도 고양시 일산서구 주엽동 67번지  금강주차빌딩 116호, 031-9211-005
미용업(일반),루나헤어,"경기도 고양시 일산서구 가좌3로 7-1 (가좌동, 마루프라자 나동 104호)",경기도 고양시 일산서구 가좌동 308번지 1호  마루프라자 나동 104호 , 031-9190-119
미용업(일반),빌라드 율(Villa de YOOL),"경기도 고양시 일산서구 호수로838번길 8-18, 1층 (대화동)",경기도 고양시 일산서구 대화동 2288번지 6호  1층 , 031-9133-841
미용업(일반),불루불루,"경기도 고양시 일산동구 숲속마을로 48, 110호 (풍동)",경기도 고양시 일산동구 풍동 1280번지   , 031-901 -9965
미용업(일반),미미엘헤어,"경기도 고양시 일산서구 현중로 29, 102호 (탄현동, 탄현마을상가동)",경기도 고양시 일산서구 탄현동 1487번지  탄현마을상가동 102호, 031-8050-3373
미용업(일반),카라헤어,"경기도 고양시 덕양구 능곡로13번길 15, 성원상떼빌1단지110호동 (토당동)",경기도 고양시 덕양구 토당동 342번지 7호  성원상떼빌1단지110호 , 031- 979-8083
미용업(일반),비바헤어,"경기도 고양시 덕양구 서정마을로 27, 1층 102호 (행신동, 서정마을 상가동)",경기도 고양시 덕양구 행신동 1073번지  서정마을 상가동 102호 , 031- 979-2090
미용업(일반),뮤텔라뷰티살롱,"경기도 고양시 덕양구 충장로 14, 3(일부)층 (행신동)",경기도 고양시 덕양구 행신동 762번지  3층(일부) , 031- 978-9080
미용업(일반),젠틀맨,"경기도 고양시 덕양구 충경로 44, 1층 102호 (행신동, 대명프라자)",경기도 고양시 덕양구 행신동 761번지  대명프라자 1층 102호 , 031- 978-5228
